Generation,Simulation,m,Cb,facAs,facSk,lsgrad,bedfric,wetslp,vegDensity,RMSE,Dune RMSE,Beach RMSE,BSS,Dune BSS,Beach BSS,BSS Label,Dune BSS Label,Beach BSS Label,Folder,Profile,Long
9,5,2.0346,1.1316,0.6083,0.4903,0.036,0.1584,0.5503,1.0649,0.7277,1.0003,0.6509,-3.8209,-86.9006,-2.2091,Very Poor,Very Poor,Very Poor,run04152021145532_324769,15,False
9,6,2.0162,1.2595,0.5884,0.4324,0.0448,0.2199,0.711,1.3158,0.8296,1.2435,0.7037,-5.2653,-134.8425,-2.7514,Very Poor,Very Poor,Very Poor,run04152021145532_404409,15,False
9,7,2.078,0.4151,0.6125,0.3897,0.0451,0.1681,0.377,1.1542,0.5788,0.9174,0.4701,-2.0495,-72.9416,-0.6741,Very Poor,Very Poor,Very Poor,run04152021145532_598034,15,False
9,8,2.0057,1.0771,0.1386,0.391,-0.0405,0.1775,0.6064,1.3057,11.1911,12.5095,10.8725,-1139.0948,-13747.1537,-894.4868,Very Poor,Very Poor,Very Poor,run04152021145532_656736,15,False
9,9,1.8902,0.427,0.5945,0.3845,0.0638,0.206,0.8011,1.3607,0.707,1.1351,0.5678,-3.5496,-112.1858,-1.442,Very Poor,Very Poor,Very Poor,run04152021145532_672200,15,False
9,10,1.8469,1.2926,0.5768,0.4355,0.0708,0.1992,0.727,1.5602,0.8162,1.2275,0.6907,-5.065,-131.3778,-2.6144,Very Poor,Very Poor,Very Poor,run04152021145532_726637,15,False
9,11,1.8813,1.1982,0.706,0.3884,0.0452,0.07,0.7063,1.4601,0.8155,1.2047,0.6986,-5.0534,-126.4959,-2.6974,Very Poor,Very Poor,Very Poor,run04152021145532_921638,15,False
10,1,2.0494,0.7715,0.6172,0.3408,0.0494,0.171,0.5174,1.1534,0.7734,1.1811,0.6473,-4.4457,-121.5505,-2.1738,Very Poor,Very Poor,Very Poor,run04162021093521_167011,15,False
10,2,1.9745,1.0026,0.7544,0.4663,0.0424,0.1195,0.5768,1.2191,0.7956,1.2006,0.6716,-4.7619,-125.6404,-2.4168,Very Poor,Very Poor,Very Poor,run04162021093521_274562,15,False
10,3,1.9204,1.1594,0.4514,0.3708,-0.0063,0.2087,0.8482,1.3187,9.1388,10.4239,8.8239,-759.2765,-9545.0938,-588.8236,Very Poor,Very Poor,Very Poor,run04162021093521_409147,15,False
10,4,1.8588,1.2523,0.0049,0.3891,0.0757,0.1971,0.5518,1.2564,0.883,1.295,0.7601,-6.0969,-146.3364,-3.3762,Very Poor,Very Poor,Very Poor,run04162021093521_410423,15,False
10,5,1.6768,0.8451,0.6264,0.4183,0.0539,0.0725,0.6951,1.0671,0.7165,1.0457,0.6188,-3.6735,-95.071,-1.9003,Very Poor,Very Poor,Very Poor,run04162021093521_43690,15,False
10,6,1.9537,1.2254,0.5863,0.4037,0.0466,0.1525,0.6927,1.3785,0.8172,1.2279,0.6919,-5.0785,-131.4658,-2.6265,Very Poor,Very Poor,Very Poor,run04162021093521_464289,15,False
10,7,2.023,1.2114,0.5002,0.3889,0.0506,0.2227,0.7111,1.3898,0.818,1.2198,0.6964,-5.0916,-129.7094,-2.6739,Very Poor,Very Poor,Very Poor,run04162021093521_615724,15,False
10,8,1.9257,0.5893,0.3787,0.3749,0.0826,0.2524,0.445,1.2325,0.7404,1.1664,0.6045,-3.9899,-118.5278,-1.7678,Very Poor,Very Poor,Very Poor,run04162021093521_661250,15,False
10,9,1.9541,1.1899,0.6442,0.4343,0.0324,0.0697,0.6775,1.18,0.7979,1.1911,0.6787,-4.7954,-123.6361,-2.4897,Very Poor,Very Poor,Very Poor,run04162021093521_661314,15,False
10,10,1.9939,1.1174,0.0621,0.4374,-0.0455,0.1796,0.7817,1.6095,11.5609,12.8881,11.2407,-1215.6821,-14591.8411,-956.1723,Very Poor,Very Poor,Very Poor,run04162021093521_670946,15,False
10,11,1.4844,0.6071,0.6023,0.4225,0.0505,0.1791,0.6953,0.6556,0.4391,0.3411,0.4583,-0.7555,-9.2203,-0.5912,Very Poor,Very Poor,Very Poor,run04162021093521_715874,15,False
10,12,2.9296,0.9169,0.5969,0.381,0.0437,0.1437,0.262,0.2865,0.5899,0.7566,0.5454,-2.1676,-49.2852,-1.2535,Very Poor,Very Poor,Very Poor,run04162021093521_743488,15,False
10,13,1.937,1.1171,0.6057,0.3527,0.0574,0.1703,0.7655,1.1802,0.8076,1.2093,0.6856,-4.9378,-127.4814,-2.5604,Very Poor,Very Poor,Very Poor,run04162021093521_77930,15,False
11,1,1.8706,1.0543,0.5434,0.3947,0.0419,0.0937,0.7145,1.462,0.7981,1.1972,0.6766,-4.7982,-124.9285,-2.4675,Very Poor,Very Poor,Very Poor,run04172021061306_122188,15,False
11,2,2.0153,1.1171,0.6267,0.3864,0.0515,0.1148,0.6026,1.1488,0.7988,1.1984,0.6772,-4.809,-125.1753,-2.4738,Very Poor,Very Poor,Very Poor,run04172021061306_163403,15,False
11,3,1.8054,0.5539,0.5999,0.4201,0.0491,0.132,0.2994,0.8352,0.3145,0.045,0.3475,0.0994,0.822,0.0854,Poor,Excellent,Poor,run04172021061306_263791,15,False
11,4,1.8795,1.2185,0.0443,0.3826,0.058,0.1965,0.7128,1.1974,0.8519,1.2628,0.7282,-5.6064,-139.0867,-3.0167,Very Poor,Very Poor,Very Poor,run04172021061306_3220,15,False
11,5,2.6086,0.9701,0.5993,0.3834,0.045,0.1908,0.6579,0.107,0.5503,0.3069,0.5914,-1.7568,-7.2754,-1.6497,Very Poor,Very Poor,Very Poor,run04172021061306_337251,15,False
11,6,2.1342,0.505,0.6105,0.4055,0.0474,0.1691,0.6788,1.0672,0.6326,0.9639,0.5302,-2.6426,-80.6176,-1.1298,Very Poor,Very Poor,Very Poor,run04172021061306_372162,15,False
11,7,2.1259,1.2588,0.6083,0.4977,-0.0539,0.1201,0.5664,1.0647,592.502,3.0598,655.778,-3195743.3225,-821.5111,-3257727.7419,Very Poor,Very Poor,Very Poor,run04172021061306_606265,15,False
11,8,1.933,1.2592,0.547,0.4102,0.0644,0.1531,0.5317,1.4375,0.8207,1.2174,0.7011,-5.1314,-129.2151,-2.724,Very Poor,Very Poor,Very Poor,run04172021061306_684948,15,False
11,9,1.9405,1.1647,0.7067,0.3518,0.0645,0.0986,0.7322,1.4596,0.8103,1.2216,0.6846,-4.9775,-130.0966,-2.5501,Very Poor,Very Poor,Very Poor,run04172021061306_705174,15,False
11,10,2.0086,0.657,0.7449,0.4207,0.0403,0.1757,0.4917,1.2236,0.7519,1.1715,0.6194,-4.146,-119.5655,-1.9067,Very Poor,Very Poor,Very Poor,run04172021061306_981420,15,False
1,1,4.848,0.0504,0.6236,0.7094,0.0118,0.0225,0.4862,1.526,0.2927,0.5848,0.1098,0.5189,-2.6073,0.9403,Fair,Very Poor,Excellent,run04122021115225_105637,22,False
1,2,5.0777,0.0517,0.6812,0.6994,0.0121,0.0235,0.4973,1.6294,0.2942,0.5904,0.1065,0.5138,-2.6767,0.9439,Fair,Very Poor,Excellent,run04122021115225_152670,22,False
1,3,4.7832,0.0519,0.6658,0.7238,0.0116,0.0226,0.4805,1.6641,0.289,0.5823,0.1009,0.5309,-2.5756,0.9496,Fair,Very Poor,Excellent,run04122021115225_182278,22,False
1,4,4.8347,0.0523,0.6733,0.7313,0.0125,0.0237,0.5087,1.5501,0.3007,0.5942,0.1226,0.4921,-2.7238,0.9256,Fair,Very Poor,Excellent,run04122021115225_198199,22,False
1,5,4.8044,0.0488,0.6299,0.7182,0.0118,0.023,0.519,1.5871,0.2894,0.5795,0.1067,0.5296,-2.542,0.9436,Fair,Very Poor,Excellent,run04122021115225_240528,22,False
1,6,5.0754,0.0493,0.6762,0.69,0.0121,0.0225,0.4793,1.5274,0.2884,0.5797,0.1027,0.533,-2.5437,0.9477,Fair,Very Poor,Excellent,run04122021115225_314045,22,False
1,7,4.9034,0.0507,0.6761,0.7309,0.0122,0.0236,0.4876,1.5126,0.296,0.5857,0.1196,0.5079,-2.6179,0.9292,Fair,Very Poor,Excellent,run04122021115225_342185,22,False
1,8,5.1991,0.0481,0.657,0.6734,0.0122,0.0221,0.478,1.5734,0.2874,0.5759,0.1052,0.5363,-2.4975,0.9452,Fair,Very Poor,Excellent,run04122021115225_374759,22,False
1,9,4.7867,0.0509,0.6335,0.6923,0.0125,0.0242,0.4972,1.5576,0.2938,0.5866,0.1108,0.5154,-2.6291,0.9393,Fair,Very Poor,Excellent,run04122021115225_403562,22,False
1,10,5.2448,0.0517,0.6446,0.7102,0.0118,0.0221,0.4839,1.6611,0.2973,0.5976,0.106,0.5036,-2.7663,0.9444,Fair,Very Poor,Excellent,run04122021115225_427307,22,False
1,11,5.0686,0.0487,0.6379,0.6833,0.0122,0.0227,0.4788,1.5767,0.2887,0.5783,0.1062,0.5318,-2.5269,0.9441,Fair,Very Poor,Excellent,run04122021115225_472589,22,False
1,12,4.9623,0.0517,0.6302,0.7085,0.0122,0.0234,0.5191,1.6435,0.2971,0.5946,0.11,0.5043,-2.7284,0.9401,Fair,Very Poor,Excellent,run04122021115225_493909,22,False
1,13,5.1867,0.0521,0.672,0.666,0.0117,0.0227,0.4899,1.5351,0.2933,0.5878,0.1075,0.5168,-2.6435,0.9428,Fair,Very Poor,Excellent,run04122021115225_544575,22,False
1,14,4.9971,0.0495,0.646,0.6775,0.0118,0.0223,0.4863,1.6456,0.2905,0.5826,0.1058,0.526,-2.5794,0.9446,Fair,Very Poor,Excellent,run04122021115225_557768,22,False
1,15,4.9749,0.0495,0.6723,0.6954,0.0116,0.0233,0.5214,1.5204,0.2891,0.5823,0.1011,0.5307,-2.5762,0.9494,Fair,Very Poor,Excellent,run04122021115225_560675,22,False
1,16,5.0066,0.052,0.6315,0.7293,0.0124,0.024,0.4965,1.6002,0.3011,0.5931,0.1252,0.491,-2.7098,0.9225,Fair,Very Poor,Excellent,run04122021115225_578696,22,False
1,17,5.0669,0.0522,0.6425,0.7263,0.0124,0.0235,0.5156,1.5983,0.3003,0.5917,0.1248,0.4935,-2.6925,0.9229,Fair,Very Poor,Excellent,run04122021115225_630201,22,False
1,18,4.8833,0.0516,0.6207,0.6894,0.0115,0.0224,0.5177,1.5343,0.2972,0.5876,0.1206,0.504,-2.6412,0.9279,Fair,Very Poor,Excellent,run04122021115225_740839,22,False
1,19,4.9149,0.0508,0.6728,0.7101,0.0118,0.0227,0.511,1.5714,0.2903,0.5852,0.1009,0.5266,-2.6113,0.9496,Fair,Very Poor,Excellent,run04122021115225_845344,22,False
1,20,5.0233,0.0521,0.6768,0.7213,0.0115,0.0224,0.4839,1.6205,0.2946,0.5927,0.104,0.5127,-2.705,0.9464,Fair,Very Poor,Excellent,run04122021115225_887772,22,False
2,1,4.351,0.0516,0.63,0.7006,0.0118,0.024,0.4903,1.6157,0.2922,0.5878,0.1033,0.5206,-2.6441,0.9472,Fair,Very Poor,Excellent,run04132021183312_252365,22,False
2,2,3.825,0.0502,0.6465,0.7062,0.0118,0.1666,0.5038,2.5664,0.3628,0.5972,0.2589,0.2609,-2.7613,0.6683,Poor,Very Poor,Good,run04132021183312_252592,22,False
2,3,3.2275,0.0512,0.629,0.6761,0.0117,0.0226,0.4889,1.5301,0.2961,0.5869,0.1182,0.5075,-2.6325,0.9308,Fair,Very Poor,Excellent,run04132021183312_260271,22,False
2,4,4.9749,1.2962,0.6723,0.5803,0.0664,0.0233,0.5214,1.5204,0.8966,1.4461,0.6589,-3.5138,-21.0547,-1.1494,Very Poor,Very Poor,Very Poor,run04132021183312_354372,22,False
2,5,4.8622,0.0506,0.6251,0.687,0.0121,0.0234,0.4905,1.5653,0.2945,0.5871,0.1126,0.5128,-2.6355,0.9372,Fair,Very Poor,Excellent,run04132021183312_37128,22,False
2,6,4.992,0.0519,0.6304,0.7377,0.0124,0.0237,0.4877,1.6187,0.3015,0.5928,0.127,0.4895,-2.7055,0.9201,Fair,Very Poor,Excellent,run04132021183312_415877,22,False
2,7,4.999,0.0512,0.6665,0.6993,0.0118,0.0226,0.4872,1.531,0.2924,0.588,0.1039,0.5198,-2.6458,0.9465,Fair,Very Poor,Excellent,run04132021183312_513279,22,False
2,8,2.4465,0.1413,0.6723,0.6813,-0.0916,0.0224,0.4935,1.6318,0.4823,0.8671,0.2891,-0.3063,-6.9286,0.5863,Very Poor,Very Poor,Fair,run04132021183312_592722,22,False
2,9,4.9769,0.0518,0.6313,0.7,0.0122,0.0237,0.528,1.625,0.2964,0.5953,0.1065,0.5066,-2.7373,0.9438,Fair,Very Poor,Excellent,run04132021183312_605576,22,False
2,10,4.857,0.0517,0.6719,0.6882,0.0119,0.022,0.5248,1.548,0.2936,0.5901,0.1048,0.516,-2.672,0.9457,Fair,Very Poor,Excellent,run04132021183312_643485,22,False
2,11,4.828,0.051,0.6845,0.7362,0.0126,0.0245,0.4942,1.5049,0.2941,0.5823,0.1183,0.5142,-2.5758,0.9307,Fair,Very Poor,Excellent,run04132021183312_98878,22,False
3,1,4.855,0.0523,0.6617,0.6921,0.0117,0.0229,0.4884,1.5153,0.2937,0.5909,0.1039,0.5156,-2.6819,0.9466,Fair,Very Poor,Excellent,run04142021184542_290624,22,False
3,2,0.8856,0.0513,0.6471,0.7102,0.0118,0.0148,0.4886,1.9881,0.3274,0.6005,0.1855,0.3981,-2.8027,0.8296,Fair,Very Poor,Excellent,run04142021184542_367058,22,False
3,3,4.8814,0.0503,0.631,0.6832,0.012,0.0231,0.4889,1.5387,0.2916,0.5847,0.1061,0.5227,-2.6052,0.9443,Fair,Very Poor,Excellent,run04142021184542_489208,22,False
3,4,4.9484,0.0477,0.6347,0.7254,0.0118,0.0228,0.5177,1.7493,0.2879,0.5772,0.1051,0.5345,-2.5133,0.9453,Fair,Very Poor,Excellent,run04142021184542_505253,22,False
3,5,3.4112,0.0506,0.644,0.7062,0.0118,0.3573,0.4991,2.2393,0.3452,0.5884,0.2323,0.3308,-2.6517,0.7329,Fair,Very Poor,Good,run04142021184542_772072,22,False
3,6,3.2083,0.0515,0.6232,0.6799,0.0118,0.0228,0.4905,1.5567,0.2928,0.5886,0.1044,0.5185,-2.6537,0.946,Fair,Very Poor,Excellent,run04142021184542_863638,22,False
3,7,3.5935,0.0519,0.6658,0.7238,0.0116,0.0226,0.4805,1.6641,0.2936,0.5902,0.1048,0.5158,-2.6734,0.9457,Fair,Very Poor,Excellent,run04142021184542_92587,22,False
3,8,3.12,1.2962,0.6723,0.5803,0.0664,0.077,0.2345,2.0957,0.8485,1.338,0.6424,-3.0431,-17.8805,-1.0431,Very Poor,Very Poor,Very Poor,run04142021184542_99927,22,False
4,1,4.2808,0.0519,0.1611,0.7189,0.0124,0.0237,0.5327,1.4848,0.3439,0.5862,0.2314,0.3359,-2.6244,0.7349,Fair,Very Poor,Good,run04152021165346_107004,22,False
4,2,2.8362,0.0521,0.6768,0.7213,-0.0614,0.0224,0.4839,3.4893,0.4153,0.6028,0.343,0.0314,-2.8325,0.4174,Poor,Very Poor,Fair,run04152021165346_316335,22,False
4,3,4.6272,0.0521,0.6705,0.7027,0.0116,0.0129,0.5179,2.0534,0.3476,0.5987,0.2293,0.3216,-2.7807,0.7398,Fair,Very Poor,Good,run04152021165346_385455,22,False
4,4,4.9381,0.0495,0.6748,0.6807,0.0122,0.0228,0.4789,1.547,0.2888,0.581,0.102,0.5317,-2.5605,0.9485,Fair,Very Poor,Excellent,run04152021165346_392738,22,False
4,5,0.0725,0.0485,0.2245,0.0487,0.0121,0.0887,0.4791,3.741,0.7357,0.3088,0.8181,-2.0391,-0.0056,-2.3132,Very Poor,Very Poor,Very Poor,run04152021165346_406502,22,False
4,6,1.093,0.0515,0.6499,0.7388,0.0127,0.0256,0.4794,1.4849,0.2954,0.5835,0.1207,0.51,-2.5902,0.9278,Fair,Very Poor,Excellent,run04152021165346_407192,22,False
4,7,3.1014,0.0517,0.6727,0.6818,0.0118,0.0219,0.4789,1.5438,0.2937,0.5901,0.1051,0.5157,-2.672,0.9454,Fair,Very Poor,Excellent,run04152021165346_418798,22,False
4,8,4.1875,0.0483,0.6488,0.7118,0.0118,0.0226,0.4652,1.6519,0.2887,0.5794,0.1043,0.5319,-2.5408,0.9461,Fair,Very Poor,Excellent,run04152021165346_439047,22,False
4,9,1.5144,0.0519,0.665,0.7302,0.0116,0.0226,0.5263,1.6683,0.2925,0.5872,0.1055,0.5195,-2.6362,0.9449,Fair,Very Poor,Excellent,run04152021165346_538251,22,False
4,10,4.9723,0.0517,0.6316,0.7188,0.0123,0.0237,0.4829,1.6249,0.3009,0.5974,0.1187,0.4915,-2.7636,0.9302,Fair,Very Poor,Excellent,run04152021165346_563910,22,False
4,11,2.4465,0.1413,0.6723,0.6813,-0.0916,0.0224,0.4935,1.6318,0.469,0.8671,0.2592,-0.235,-6.929,0.6673,Very Poor,Very Poor,Good,run04152021165346_68251,22,False
4,12,3.9708,0.0475,0.6429,0.687,0.0122,0.0223,0.5306,1.6708,0.2897,0.5779,0.1101,0.5287,-2.522,0.94,Fair,Very Poor,Excellent,run04152021165346_736963,22,False
5,1,3.067,0.2763,0.6723,0.6687,-0.0983,0.103,0.1919,1.9956,1.8034,1.0368,1.9691,-17.2623,-10.3371,-18.1958,Very Poor,Very Poor,Very Poor,run04162021160546_178182,22,False
5,2,0.7784,0.0521,0.6705,0.7027,-0.0934,0.2486,0.5179,2.0534,1.7569,0.6004,1.967,-16.3325,-2.8021,-18.1563,Very Poor,Very Poor,Very Poor,run04162021160546_25951,22,False
5,3,4.9801,0.0485,0.2245,0.0487,0.0121,0.0887,0.4791,3.741,0.7732,0.5944,0.8173,-2.357,-2.726,-2.3073,Very Poor,Very Poor,Very Poor,run04162021160546_277460,22,False
5,4,4.8439,0.0505,0.6297,0.7319,0.0118,0.0245,0.4885,1.5283,0.292,0.5854,0.1065,0.5212,-2.6143,0.9439,Fair,Very Poor,Excellent,run04162021160546_538840,22,False
5,5,4.9723,0.0517,0.8835,0.7188,0.0123,0.2238,0.4829,1.6249,0.4771,0.5797,0.4432,-0.2781,-2.5444,0.0274,Very Poor,Very Poor,Poor,run04162021160546_608336,22,False
5,6,3.9403,0.0486,0.6464,0.7026,0.0119,0.0223,0.4465,1.6514,0.2878,0.5767,0.1054,0.5349,-2.5075,0.945,Fair,Very Poor,Excellent,run04162021160546_678302,22,False
5,7,1.9467,0.0515,0.6608,0.732,0.0116,0.0236,0.4961,1.4509,0.2903,0.5826,0.1049,0.5268,-2.58,0.9455,Fair,Very Poor,Excellent,run04162021160546_764186,22,False
5,8,2.4995,1.1612,0.6723,0.5929,-0.081,0.4503,0.5361,1.7319,2.6968,1.0784,3.0045,-39.8415,-11.265,-43.6934,Very Poor,Very Poor,Very Poor,run04162021160546_829867,22,False
5,9,3.984,0.0517,0.6696,0.7413,0.0117,0.0236,0.535,1.5926,0.2954,0.5925,0.1074,0.5099,-2.702,0.9429,Fair,Very Poor,Excellent,run04162021160546_885470,22,False
5,10,1.8814,0.0518,0.6254,0.6895,0.0117,0.023,0.4816,1.6913,0.2958,0.5905,0.1116,0.5088,-2.6778,0.9383,Fair,Very Poor,Excellent,run04162021160546_885502,22,False
5,11,4.218,0.0473,0.6453,0.6962,0.0121,0.0225,0.5493,1.6713,0.2897,0.5799,0.1072,0.5286,-2.5464,0.9431,Fair,Very Poor,Excellent,run04162021160546_898588,22,False
5,12,4.8654,0.0508,0.6859,0.6876,0.0128,0.0231,0.4946,1.5154,0.296,0.585,0.1206,0.5079,-2.609,0.928,Fair,Very Poor,Excellent,run04162021160546_921627,22,False
5,13,2.3546,0.0515,0.6123,0.6867,0.0129,0.0248,0.4738,1.5906,0.3009,0.5916,0.1266,0.4917,-2.6912,0.9207,Fair,Very Poor,Excellent,run04162021160546_951008,22,False
